at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
2010204K13Rik	0.03565384	-0.0303719	0.1198798	0.02572165	0.06534356	0.1172154	-0.01755182	0.06593828	0.1385647	0.02012755	0.08152313	0.1547125	0.07380187	0.1416874	0.1448686
2010300C02Rik	0.06873642	-0.008520663	0.07278649	0.06625761	0.01149574	-0.1265903	-0.01050186	-0.1315846	-0.2632914	-0.01578602	-0.09723	-0.3315731	-0.04783546	-0.1434616	-0.3363385
2010315B03Rik	0.01122414	0.05213613	0.03376249	0.02822162	-0.0291608	0.029973	0.01243394	0.02030876	-0.04419232	0.03971162	0.07933225	-0.1425095	0.005723304	0.02226714	-0.1126719
2010320O07Rik	0.001890012	0.002778627	0.0272489	0.001653956	0.005652967	0.01536345	0.005592643	0.01666885	0.03064694	0.003994047	0.02312686	0.0879705	0.01377203	0.03690774	0.1997664
2210008F06Rik	-0.005805791	0.01958867	0.02014238	0.01489593	-0.04876347	0.03142066	0.02192802	-0.03763172	0.0300043	0.03183707	-0.04116459	0.00638033	0.04239558	-0.1474671	-0.1207802
2210013O21Rik	0.02894046	-0.01425603	0.05381359	-0.01441734	0.08779644	0.08615232	-0.02508199	0.05595764	0.1715734	-0.01021354	0.08795125	0.246365	0.06588766	0.1098	0.2297818
2210016F16Rik	-0.04941407	0.06649776	0.1220318	0.003596351	0.01027442	0.08920907	0.0174054	0.07763359	0.08514673	0.01694416	0.1130181	0.2028312	0.007568962	0.1400356	0.1516407
2210016L21Rik	-0.01603077	-0.009358109	0.04198558	0.05415819	0.03718701	0.0273508	0.04072839	0.02601494	0.09050291	0.0370144	0.04827383	0.1314896	0.05234999	0.05718765	0.1162772
2210408F21Rik	0.03012923	0.07989864	0.1446279	-0.04225885	0.09689813	0.07762854	-0.03359714	0.0493154	0.1194494	-0.009316772	0.07686169	0.2056682	-0.05055821	0.1122213	0.251688
2210408I21Rik	-0.01319231	-0.04205142	-0.137495	-0.0948188	0.05097877	0.09225975	-0.0426191	0.02482926	0.1426454	-0.01512663	0.005042657	0.1629326	-0.03925027	0.09959191	0.2503671
2210411M09Rik	-0.01912011	-0.0116469	0.01353959	-0.03129199	-0.0176645	0.001557064	-0.007367964	-0.08649708	-0.0267871	-0.02510099	-0.1332368	-0.07760134	-0.02135436	-0.09328432	-0.01370734
2210418O10Rik	-0.1590519	0.03778675	-0.03685757	-0.04853607	0.01326217	0.05926819	-0.1375647	0.1233776	0.2128301	-0.05580077	0.1044619	0.2772085	-0.05290069	0.1184118	0.3599864
2300009A05Rik	-0.02259383	-0.003631688	0.08277067	0.03002414	-0.04788798	0.1683174	0.05417628	0.05862267	0.1124814	-0.009145114	0.008008558	0.1053104	0.02838098	0.05121301	0.089446
2310005A03Rik	-0.004423647	-0.005185303	-0.005592928	-0.0004584808	-0.02304974	-0.008182313	2.986478e-05	-0.02223767	0.009102727	-0.007878162	-0.0824419	0.06333446	-0.005769157	-0.04378757	-0.00527461
2310009B15Rik	-0.01439338	-0.04766581	0.110673	0.05832846	-0.01001926	0.1975945	0.1039127	0.04678859	0.1187886	-0.000326064	-0.02376406	0.3372984	0.07881305	-0.0003613784	0.2356249
2310010G23Rik	-0.03062746	-0.0007583049	0.03318054	-0.02804401	-0.02683159	-0.0001757042	-0.006623341	-0.02845308	0.1678568	-0.02752861	0.02484428	0.2938522	-0.02827702	-0.03081296	0.1295947
2310011J03Rik	0.001472865	-0.01226884	0.1303756	0.04284706	0.02343663	-0.00146802	0.03417373	-0.02218498	0.06413705	0.01031141	-0.02761895	0.08273091	0.02463553	0.01144084	0.0386525
2310022B05Rik	-0.03738549	-0.01641741	-0.1133727	-0.1000441	0.007915614	-0.08297076	-0.008298485	0.04007014	-0.1403466	-0.05183339	-0.0567983	-0.2238417	-0.06835123	-0.04945624	-0.198542
2310030G06Rik	-0.05162957	0.006891311	9.643578e-05	-0.01155756	-0.01851705	0.06178531	-0.03731399	0.09706094	0.2107148	-0.01290236	0.1741732	0.2918895	-0.006713807	0.1931286	0.2716592
2310033P09Rik	0.08533204	-0.01798016	0.09711809	0.05329459	0.1079309	0.06708117	0.04815172	0.04621827	0.1118758	0.04404543	0.1131485	0.1645162	0.1098841	0.09106256	0.1229765
2310035C23Rik	-0.0008536338	-0.02753041	-0.05530954	-0.0258201	-0.03675493	-0.005959401	-0.04370028	-0.01469264	0.03870583	-0.04726173	-0.006404756	0.05900489	-0.01183534	0.03153214	0.08767182
2310036O22Rik	-0.03371107	-0.002164359	0.1375531	0.08284895	-0.02267464	0.1221621	0.04143155	0.07040769	0.1197241	0.01643664	0.03140922	0.2616232	0.05693824	0.1266494	0.1892203
2310043M15Rik	0.03272454	-0.01819129	-0.05506385	-0.02546916	0.0307407	-0.1025905	-0.02343671	-0.0489311	-0.3558269	-0.01264182	-0.1206993	-0.5325303	-0.02751608	-0.2298066	-0.6403355
2310045N01Rik	-0.03475549	0.01760244	0.115421	0.009189798	0.0895124	0.1275619	0.03159373	0.0583178	0.1442026	-0.008755907	0.1004046	0.204975	0.04680012	0.08165719	0.1774459
2310047M10Rik	0.006719454	-0.01737474	0.07404315	0.1002967	-0.03770067	0.03549263	0.05741305	-0.01592189	0.07867807	0.03947603	-0.03265628	0.1783558	0.05169878	-0.02815096	0.1255009
2310057M21Rik	0.02742085	-0.01478332	-0.0163639	-0.02580753	0.04878623	0.0272906	0.008225636	0.02775848	0.05114051	0.005465159	0.03781187	0.08577082	-0.01902795	0.07108652	0.07886583
2310061I04Rik	0.009007396	-0.01357238	0.02986703	0.05147507	0.03971118	0.01982389	0.07619177	0.05083193	0.08757321	0.01198627	0.01016501	0.1120486	0.04260475	0.06715616	0.1025152
2310067B10Rik	-0.002664115	0.01130705	-0.02922239	0.02995485	-0.007639668	-0.1545963	-0.04219907	-0.1034046	-0.2670002	-0.04231658	-0.1083771	-0.3284314	-0.06028856	-0.1529892	-0.333211
2310075C17Rik	-0.01160565	-0.02004493	-0.05096839	-0.03150025	-0.05854188	-0.08220435	-0.02103435	-0.1210776	-0.2486369	-0.03846117	-0.1709736	-0.5102611	-0.06205233	-0.243392	-0.5684588
2410002F23Rik	-0.0211487	-0.02501675	-0.03555127	-0.01490333	-0.001498918	-0.04866977	-0.04805862	-0.02771293	-0.0126476	-0.04650131	-0.01884275	-0.05740523	0.02150463	-0.06001344	-0.0231444
2410004P03Rik	-0.04362248	0.04851698	0.0003673967	-0.05410462	0.02426768	-0.05403386	-0.004696928	0.01016607	0.09973114	-0.01475924	0.2363204	0.07990245	-0.0535127	0.06987477	0.1679982
2410006H16Rik	-0.08192693	-0.01078495	0.03855487	-0.03432801	0.06601883	0.07383609	0.04508202	0.008799598	0.1300252	-0.001612037	0.03418491	0.1951242	0.03582909	0.04087234	0.2125124
2410012M07Rik	-0.0004301061	-0.01437773	-0.02148811	-0.00192041	-0.03675655	-0.01757189	-2.400056e-06	-0.04431603	-0.02910722	0.009329315	-0.0427529	-0.05772662	-0.0100474	-0.09666968	-0.1177392
2410015M20Rik	0.01637065	-0.01284702	0.05807214	0.02602743	0.1366016	0.08981629	0.0749477	0.02413718	0.01912145	0.04824119	-0.005453672	0.1004587	0.082134	0.03164556	0.07873608
2410016O06Rik	-0.009893018	-0.01595376	0.04580246	0.0007917652	-0.04547821	-0.04575064	-0.03574194	-0.1196449	-0.1324596	-0.03796491	-0.08362385	-0.03317952	-0.05137021	-0.06504284	-0.03628076
2410018L13Rik	0.0199369	-0.02320775	-0.01588783	0.03369722	-0.03669231	-0.1600586	-0.03969094	-0.1626966	-0.4749011	-0.05154754	-0.1564874	-0.5850638	-0.01089087	-0.2039861	-0.7063434
2410089E03Rik	0.01390551	-0.03777583	-0.1082484	-0.04591727	-0.02937497	-0.1222302	-0.07821064	-0.002206083	-0.02823636	-0.008547493	-0.01394735	-0.129875	-0.07812213	-0.009394217	-0.1636739
2410131K14Rik	-0.004505161	-0.007739678	-0.006353227	-0.00827704	-0.08571714	0.008273914	0.02766981	-0.07107828	-0.05664839	0.03334289	-0.09686346	-0.07363741	-0.06349335	-0.1032223	-0.08273832
2410137M14Rik	-0.01406187	0.003019053	-0.02856799	-0.007748051	-0.0003173636	-0.0106018	-0.004618468	-0.00297455	-0.1387398	-0.01090752	-0.01447229	-0.1699228	-0.02745747	-0.0512838	-0.07462709
2500002B13Rik	0.06313991	0.000434312	0.04726649	0.0006742619	-0.01866908	0.09289392	-0.00319832	0.110746	0.1911398	0.02117925	0.03414208	0.2508356	0.04010936	0.1234891	0.4512265
2500004C02Rik	0.002340594	-0.01735526	0.08611574	-0.00947659	-0.07153001	0.04841686	-0.002225763	-0.04917876	-0.03187658	-0.007285749	0.01555121	-0.05821357	-0.07427988	-0.04879259	-0.202047
2510009E07Rik	0.054787	-0.0005566989	0.03265053	0.001962035	-0.05149907	0.06780091	0.01649261	-0.03990705	-0.03856106	-0.02311411	-0.03025301	-0.09473404	-0.0168934	-0.0453407	-0.0221762
2510039O18Rik	0.0435349	-0.04428076	0.1122434	0.04491055	0.05362439	0.05111097	0.01831934	-0.03202912	0.09786083	-0.01749481	-0.0409504	0.1437092	0.0279267	0.01712303	0.1847004
2610001J05Rik	0.0328679	0.01288201	0.06483984	0.06414298	0.02604005	0.1270471	0.03107076	0.050775	0.1609299	0.04545373	0.09991573	0.2082821	0.1411044	0.1080849	0.2393533
2610002M06Rik	-0.03339069	0.02021786	-0.03956536	-0.03587848	-0.01630025	0.0648268	-0.05959457	0.03294254	0.1052869	-0.02115203	0.1132286	0.08752595	0.01518198	0.1170738	0.1019243
2610005L07Rik	-0.006869033	0.005748271	-0.10177	-0.04231268	-0.01252591	-0.03475113	-0.06774348	0.08583958	0.1570388	-0.01215841	0.07282005	0.03447221	-0.03822041	0.06165705	0.02056415
2610008E11Rik	0.02182807	-0.04146614	0.03304882	-0.04338006	-0.01529738	0.09019205	-0.05176463	0.03712933	0.1702548	0.02711303	0.07979598	0.1171128	0.05652154	0.06679308	0.1592633
2610015P09Rik	-0.006726484	0.03848487	-0.02239406	-0.06637079	-0.01111524	-0.07004976	-0.006003703	-0.02759121	-0.1287496	-0.08386432	0.05375746	-0.1653097	-0.07771833	-0.05427573	-0.1641237
2610020C07Rik	-0.02176266	0.01207279	-0.06032746	-0.01433673	0.01810099	-0.0368671	-0.0377186	-0.02192794	-0.1423479	-0.05641989	-0.03228779	-0.3144231	-0.03949754	-0.1189997	-0.358994
2610028E06Rik	-0.0570672	0.01098317	-0.06825711	-0.04586277	0.03203301	-0.09389389	-0.08884909	-0.05804341	-0.09778013	-0.03478543	-0.04462355	-0.2872398	-0.1360132	-0.07971821	-0.3222496
2610034B18Rik	-0.001749105	0.04288752	-0.004690986	0.01552499	-0.01485423	-0.01904351	0.0674722	0.02627241	-0.03163597	0.004278951	0.06394514	-0.03170903	-0.0007362167	0.01107445	-0.08305604
2610035D17Rik	-0.006254911	0.093134	0.02492973	-0.01084585	0.01732404	0.07022623	-0.03760026	0.08000921	0.1316704	-0.01171814	0.1330917	0.1293173	0.00760888	0.1342018	0.09401244
2610037D02Rik	0.01970844	-0.03679404	-0.1313294	-0.07714254	-0.099181	-0.1149078	-0.1246575	0.05516458	-0.02197076	0.05786263	-0.07467764	-0.1346374	-0.1248664	0.001389509	-0.2082894
2610042L04Rik	-0.01472482	0.0138056	0.02453167	-0.01042167	0.01519257	0.07722755	-0.01490489	0.06684556	0.05839235	-0.01851619	0.09317052	0.2775911	-0.0159021	0.1455978	0.1512534
2610044O15Rik8	-0.0830533	-0.06466101	-0.03378781	-0.06585932	-0.04692705	-0.01301384	-0.05805517	0.04259953	0.0821904	-0.07727905	-0.03693739	0.042508	-0.02768334	-0.07634465	-0.01708676
2610203C20Rik	0.01635862	0.03584592	-0.03061953	0.02759959	-0.007773448	0.00664751	0.0009539829	0.0592275	0.08091041	0.005697197	0.08854199	0.03440696	0.03921919	0.05558515	0.105345
2610203C22Rik	0.0109035	0.0158365	-0.0508461	0.005518847	0.0131528	-0.04704203	-0.001596332	0.03689061	-0.1231034	-0.01180969	0.1319108	-0.1322313	-0.01463366	0.05414676	-0.1865706
2610301B20Rik	-0.01934964	-0.04245546	0.07564963	0.01053854	-0.02529684	0.06497848	-0.03150083	-0.005785995	0.1109843	-0.01573314	0.02149603	0.1091631	0.03586049	0.02077964	0.1132629
2610316D01Rik	-0.02017831	0.03076103	-0.0159252	-0.03118918	0.05294708	0.08312992	-0.01680061	0.1521661	0.1692729	-0.0006988028	0.2017636	0.1034352	0.08741812	0.116422	-0.01991699
2610318N02Rik	-0.03091633	0.01860881	0.07624826	0.004040918	0.04167009	0.1415667	0.00684584	0.1112701	0.1185117	0.02952041	0.08370145	0.1542439	0.02200531	0.1578677	0.05643191
2610507B11Rik	0.02419668	-0.01221392	-0.03995511	-0.01680637	-0.04326172	-0.06924339	-0.004708192	-0.03810344	-0.08540009	-0.03419667	-0.05272243	-0.06857208	-0.09450491	-0.04367773	-0.08833968
2610507I01Rik	-0.001654916	0.0196111	-0.06545933	0.004767336	0.001174588	0.04722368	0.04404239	0.07855645	0.1823215	-0.0189527	0.1273445	0.1224	0.006823267	0.1148672	0.1570686
2610524H06Rik	-0.02571716	0.06002208	0.005098146	0.02542387	-0.005362522	0.01419818	-0.03897737	0.006402375	0.03320751	-0.03263325	0.1035959	-0.008938211	-0.05421751	0.05603067	-0.01283807
2610528A11Rik	-0.008053374	-0.01586832	0.007837887	-0.0009348487	-0.08144398	0.007338714	0.01365354	0.03986017	0.04220406	0.01067415	-0.0673468	-0.1501872	0.009766712	-0.06179929	-0.1222023
2700033N17Rik	-0.01141763	0.01642482	0.07757156	0.0598516	0.04290292	0.1017431	0.02942117	0.02748406	0.1150973	0.02561692	0.1186699	0.01094822	-0.002991689	0.05606738	-0.05689697
2700038G22Rik	0.03784242	0.01483848	0.09092661	-0.02651545	0.02025866	0.062019	0.01429603	0.08612509	0.3923576	-0.006806744	0.0033261	0.1761016	0.0376269	0.07347202	0.1679548
2700046A07Rik	-0.05313454	0.04644916	0.1233431	-0.006810381	0.1505893	0.04647099	0.008880243	0.1658091	0.2578211	-0.06153568	0.1258895	0.4812524	0.02701457	0.2306085	0.538598
2700049A03Rik	-0.01219487	-0.008052304	-0.07567118	-0.01038472	-0.02197442	-0.07628483	-0.01583015	-0.01518087	-0.0788884	-0.03899913	-0.01487368	-0.1575307	-0.113138	-0.004888402	-0.1434361
2700060E02Rik	0.008497459	-0.01838065	0.06689975	0.002565251	-0.001764747	0.07589295	0.03936868	-0.0120224	0.03869136	0.02408572	0.007756227	0.09074365	0.03327062	0.02490558	0.1060373
2700081O15Rik	3.731973e-05	-0.01932901	0.07659762	0.03660207	0.01217717	0.0883015	0.002767518	0.06838837	0.1480722	0.0342137	0.05251993	0.1411125	0.117289	0.07799933	0.2838897
2700094K13Rik	-0.0005939137	0.02488566	-0.02254624	0.06431356	0.1902531	-0.05753782	0.03252121	0.09342946	0.1090811	0.01426035	0.0916743	0.1365772	0.02064659	-0.001744907	0.1689517
2700097O09Rik	0.02383513	-0.004562268	-0.05300606	-0.04996222	-0.0009059706	0.04103974	0.005535135	0.06358224	0.1973271	-0.01367234	0.06692021	0.1552821	-0.00130575	0.01493015	0.1069185
2810001G20Rik	-0.01286175	0.01266277	0.05325672	0.03054999	-0.01056797	0.08975863	0.07178767	0.02739443	0.1462396	0.01548832	0.06493563	0.1535558	0.07726228	0.004550461	0.05321902
2810006K23Rik	0.09072448	0.004063889	0.07926669	0.05407427	0.01009357	0.08331717	0.02147888	-0.008278015	0.0205715	0.1056928	0.02441109	-0.0001223662	0.09618807	0.03166592	-0.1263234
2810021J22Rik	-0.01147379	-0.05129625	-0.005749292	-0.01160861	-0.08157451	-0.0177581	-0.04624952	-0.06250754	-0.06628963	0.03968828	-0.02303821	0.02007962	0.01425213	-0.00912356	-0.03404325
2810025M15Rik	-0.04200081	0.04028559	0.1147538	-0.01763531	0.06823963	0.06094473	0.07405734	0.05984468	0.08164111	0.01958625	-0.006138356	0.2189819	0.01649891	0.05802019	0.1709559
2810029C07Rik	-0.01279314	0.06600966	-0.01185288	0.04259326	0.04476441	0.01212778	-0.01535003	0.02340427	0.103431	-0.02361256	0.1470467	-0.07107454	-0.01149388	0.05785722	-0.05125044
2810032G03Rik	0.06591364	-0.01330394	0.1792229	0.05438715	0.02983339	0.2906806	0.03231939	0.07238859	0.3521325	0.08493429	0.1815828	0.2952159	0.1495778	0.1641234	0.2743655
2810417H13Rik	0.01547145	0.04915471	-0.05516542	-0.06111429	0.02216492	-0.07352701	0.004088305	0.08151789	-0.1243634	-0.004235845	0.2173527	-0.195633	0.01462562	0.07646344	-0.2475396
2810428I15Rik	0.001143694	-0.05702944	0.1413909	0.08057549	0.08156679	0.07467404	0.08950775	0.03073159	0.06793352	0.01106916	-0.05955639	0.1796161	0.07032692	-0.003676364	0.09528413
2810429I04Rik	-0.1840866	0.04229764	-0.00441251	-0.04784742	-0.001076347	0.1470729	-0.04037399	0.1415786	0.29823	-0.05706023	0.1716684	0.2795669	-0.02861998	0.1455177	0.3087742
2810455O05Rik	-0.001982442	-0.04589567	0.01934628	0.02352647	0.06389942	0.009262525	-0.02104401	-0.009937851	-0.06843517	-0.01908504	-0.07910044	-0.0680656	-0.02626762	-0.07688724	-0.1082294
2810459M11Rik	0.07834236	-0.02328458	-0.1303711	0.03035729	-0.04203822	-0.1274055	-0.0260579	-0.03238057	-0.1554676	0.004464264	-0.09680837	-0.3114117	-0.00340738	-0.1546363	-0.2069007
2810474O19Rik	0.04022319	-0.02829301	-0.01303685	-0.01437567	-0.06322003	0.026337	-0.007257986	0.04201811	0.1068444	0.01717545	0.04649677	0.04909422	0.004407138	0.07790708	0.09213514
2900005J15Rik	0.009254867	0.06150944	0.03027691	0.02245471	-0.004832919	0.06641853	0.06897566	0.08369962	0.2017013	0.03144373	0.1473947	0.1279447	0.007957853	0.008751262	0.009797008
2900011O08Rik	0.01021138	-0.02264413	0.02234662	-0.01137279	0.02480294	0.06756722	0.01273348	0.04418207	0.07084536	0.0159742	0.0382104	0.1652952	-0.0003676798	0.05148764	0.1028419
2900026A02Rik	0.02918245	0.03865108	0.08226953	0.05171613	-0.06019469	0.1365342	0.04806853	0.02442816	-0.0341752	0.08333887	-0.0206493	-0.1750941	0.0620142	-0.1264885	-0.1831399
2900052L18Rik	-0.01512867	0.03587306	-0.07286254	0.03879044	-0.01534421	-0.06396863	0.07060383	0.02424189	-0.01699626	-0.0115029	0.05334451	-0.2473722	-0.009863473	0.04025635	-0.2438248
2900076A07Rik	0.05754139	0.007853224	-0.03317462	0.05227637	0.07734507	-0.02516698	0.04224537	-0.02683047	0.08605929	0.05756096	0.0316134	0.001753481	0.07011275	0.02367459	-0.05917652
2900079G21Rik	0.03871402	-0.01408002	0.1512779	0.03995483	0.001249703	0.02128063	0.01807035	-0.006126485	0.01905177	-0.02354499	-0.06728551	0.1027804	0.01833782	-0.04141434	0.1270868
3000002C10Rik	-0.07454523	0.059189	0.03584562	-0.0354723	0.005234937	0.01312946	-0.0812879	0.05928763	0.1294532	-0.01321181	0.1518755	0.08553449	-0.01446324	0.05055994	0.04817699
3010001F23Rik	-0.085114	-0.005756596	0.02739497	-0.008153093	0.03334183	0.08510751	-0.03327157	0.05732033	0.1320547	-0.018202	0.1112343	0.1012644	-0.01532614	0.07561182	0.03470165
3110001I22Rik	0.1089628	-0.02857091	0.1022683	0.02664005	-0.0363214	-0.02767497	-0.006045649	-0.01321811	-0.0815684	0.03823806	-0.06402917	0.0402854	0.07976246	-0.01948636	0.06628162
3110002H16Rik	-0.01350456	0.006031947	-0.01707798	0.01518803	-0.0291491	0.03609392	0.02624477	0.02318415	0.149982	-0.0004042039	0.03721935	0.1104932	0.01990794	0.02506478	0.1212359
3110021N24Rik	-0.02026334	0.02082271	-0.0003788623	-0.04506649	0.04440591	0.1176392	-0.01050554	0.08951937	0.2037803	-0.03224202	0.05731802	0.1982896	-0.0632903	0.02020947	0.1927599
3110035E14Rik	-0.0755368	0.008000067	-0.03227279	0.02443703	0.06898479	-0.0439142	-0.1234044	0.05711231	-0.07798598	0.005418742	0.05985362	-0.1419059	0.01160639	0.01443294	-0.02825942
3110039M20Rik	0.09358183	0.00621478	0.07074587	0.004329511	0.05975278	0.1070646	-0.04195026	-0.04441049	-0.1943357	0.06739702	-0.05330879	-0.2736093	0.1473895	-0.0502226	-0.2232578
3110052M02Rik	0.06801727	-0.01756644	0.009863814	0.007092763	-0.04329078	0.07888809	-0.002681145	0.07443785	0.1264949	0.0846953	0.04738093	0.1259461	0.01914923	0.09909205	0.03248969
3110053B16Rik	-0.01675395	-0.005758447	-0.146595	-0.02508202	-0.05372415	-0.05238175	-0.005189485	-0.04796664	-0.1675982	-0.02480893	-0.1366918	-0.2028331	-0.03494307	-0.1498006	-0.3221964
3110056K07Rik	0.06378659	-0.007886558	-0.02638715	0.0033862	-0.03726916	0.01434375	-0.004112007	0.03955593	0.1450749	0.07814162	0.03654675	0.01757865	0.06497823	0.04305692	0.006179712
3110062M04Rik	0.134611	0.0285993	0.1472273	0.07311874	-0.008461839	0.04965715	0.04540141	-0.008505379	-0.07912411	0.09542606	0.04900796	-0.04893704	0.06540522	0.05931161	-0.148928
3110082I17Rik	-0.02608609	0.06158369	0.1338791	0.002132619	0.08140954	0.1065221	-0.03059702	0.05093571	0.1809179	-0.02290891	0.06937836	0.1796881	-0.0129238	0.1093054	0.2221594
3110083C13Rik	0.03715996	0.05385467	0.04721824	0.02400046	0.01805104	-0.02239195	0.004810362	0.03643436	0.04380388	0.0279633	0.09491144	-0.018633	0.03292666	0.009940493	-0.05011776
3222401L13Rik	-0.04770591	0.04354262	-0.02687086	-0.0420192	-0.0817436	-0.1044072	-0.01019551	-0.0003613284	-0.2120924	-0.03697518	-0.08278783	-0.4575673	-0.1140194	-0.1523607	-0.4203098
3300002I08Rik	0.04463377	-0.04405032	-0.0989838	0.004318847	-0.0564841	-0.1868143	0.007098502	-0.04524494	-0.06839717	0.009109862	-0.04357614	-0.1751106	-0.003261296	0.04216863	-0.144638
3632451O06Rik	-0.07005222	0.01482016	-0.06217865	-0.09036244	-0.03208676	0.05926369	0.001329217	0.1001839	0.1625891	0.03901415	0.07462125	0.168649	-0.01543156	0.1430226	0.1139078
3632454L22Rik	0.07992275	0.005509443	0.01394156	-0.004171005	0.02365414	0.0005662725	-0.02923422	0.01635588	0.2084734	0.009240274	0.1482561	0.1328757	0.05439929	0.2108589	0.07603915
3830406C13Rik	-0.03262971	-0.007014507	0.02170299	-0.04594613	-0.02156579	0.1017831	0.01866975	0.004512063	0.125957	0.0257029	0.02112274	0.1378704	0.02345579	0.02519031	0.1269736
3830408C21Rik	0.03686474	0.02792005	-0.0183688	-0.009306443	0.02906489	0.04526521	0.004800469	0.07216655	0.1944374	0.02176591	0.1468575	-0.0124202	0.07835647	0.09991316	-0.04099877
4632404H12Rik	-0.03168167	0.0509513	-0.03162693	0.004737344	-0.02059052	0.04699919	-0.001597871	0.02802435	0.1326057	-0.009999933	0.06248633	-0.06092971	0.01837753	0.0534114	-0.03041629
4632415L05Rik	-0.04624882	-0.007629272	-0.07417925	0.0005473723	0.02339333	-0.04069299	0.04881978	0.00332764	-0.07653795	-0.008364772	0.04165473	0.07305218	-0.006066662	0.1091919	-0.09500946
4632427E13Rik	0.03654264	0.0771696	0.01094994	0.009662459	0.01695617	0.09199556	-0.04125261	0.1096349	0.05557843	0.02576132	0.1809795	-0.02566708	0.007255352	0.04220265	-0.08367413
4632428C04Rik	0.02636061	0.009551047	0.04503324	0.02987132	-0.09037656	0.0111744	0.05054522	-0.05215056	-0.05855269	0.03421483	-0.1612187	-0.06476762	0.02529003	-0.1686586	-0.3188411
4632428N05Rik	0.001605053	-0.0252343	-0.04088553	-0.02839523	-0.0159783	-0.007121369	0.001487125	-0.00149828	-0.007691747	0.02857352	-0.07611239	-0.09107145	-0.03792673	-0.04396598	-0.09984027
4632433K11Rik	0.03005017	0.008228037	-0.06295095	0.00513723	-0.050648	-0.0236034	0.09265115	-0.02671878	0.02728841	0.03633037	0.01825564	0.04030311	0.01647191	-0.1076535	-0.009539408
4731419I09Rik	-0.01628774	0.05532418	-0.1717996	0.01827292	0.01278992	-0.04905053	-0.01866535	0.03331314	-0.02687764	-0.005548318	0.003801664	-0.1049799	-0.002375169	-0.04027687	0.00921335
4732414G09Rik	-0.02048744	0.03066502	-0.02902442	-0.007059644	0.0253678	-0.0621525	-0.0009066357	0.00900106	-0.1919234	-0.04174449	-0.00427976	-0.3241571	-0.02990232	0.01684807	-0.2090431
4833412C05Rik	-0.03151984	0.005775752	-5.713844e-05	-0.01118328	0.02118017	0.01372338	-0.006476927	0.01809739	0.03294041	-0.01440864	0.01426976	0.152309	-0.01616181	0.05404217	0.004194466
